Geneid;B2;S2;B3;S3;B4;S4;B6;S6;B7;S7
ENSG00000263396;0;0;0;0;0;0;0;0;0;0
ENSG00000267311;0;0;0;0;1;0;0;0;0;0
ENSG00000267541;0;0;0;0;0;0;0;0;0;0
ENSG00000263829;1;1;0;0;0;0;0;0;0;0
ENSG00000243925;0;0;0;0;0;0;0;0;0;0
ENSG00000273321;1;0;0;0;0;0;0;0;0;0
ENSG00000267284;0;0;0;0;0;0;1;0;0;0
ENSG00000267647;0;0;0;0;0;0;0;0;0;0
ENSG00000265943;2;7;1;2;2;5;6;1;2;2
ENSG00000266818;0;0;0;0;0;0;0;0;0;0
ENSG00000263846;0;1;0;0;0;0;0;0;0;0
ENSG00000264825;0;0;0;0;0;0;1;0;0;2
ENSG00000286293;0;0;0;0;0;0;0;0;0;0
ENSG00000286605;0;0;0;0;0;0;0;0;0;0
ENSG00000141425;1006;924;695;668;734;1545;1151;1122;990;858
ENSG00000152214;0;0;0;0;0;0;0;0;0;0
ENSG00000212710;2;2;0;0;0;0;1;1;0;0
ENSG00000263924;0;0;0;0;1;1;1;1;0;0
ENSG00000287673;1;1;0;1;0;5;0;0;0;2
ENSG00000265204;0;0;0;0;0;0;0;0;0;0
ENSG00000266984;0;0;0;0;0;0;0;0;0;0
ENSG00000267187;0;0;0;0;0;0;0;0;0;0
ENSG00000273141;1;4;1;1;2;3;1;2;0;2
ENSG00000134489;0;0;0;0;1;0;2;2;1;0
ENSG00000101773;316;309;298;248;271;642;236;345;352;399
ENSG00000287994;0;0;0;0;0;0;0;0;0;0
ENSG00000264790;0;0;0;0;0;0;0;0;0;0
ENSG00000265944;1;0;0;0;0;0;0;0;0;0
ENSG00000279366;0;0;0;0;0;0;0;0;0;0
ENSG00000264707;0;0;0;0;0;0;0;0;0;0
ENSG00000260930;0;0;0;0;0;1;0;0;0;0
ENSG00000168234;177;171;146;151;125;286;187;121;184;125
ENSG00000267097;0;0;0;0;0;0;0;0;0;0
ENSG00000285790;0;0;0;0;0;0;0;0;0;0
ENSG00000225253;0;0;0;0;0;0;0;0;0;0
ENSG00000287944;0;0;0;0;0;0;0;0;1;0
ENSG00000141639;5;1;1;0;1;1;2;3;0;0
ENSG00000267695;0;0;0;0;0;0;0;0;0;0
ENSG00000265712;0;0;0;0;0;0;0;0;0;0
ENSG00000266541;0;0;0;0;0;0;0;0;0;2
ENSG00000286499;0;0;0;0;0;0;0;0;0;0
ENSG00000270855;0;0;0;0;0;0;0;0;0;0
ENSG00000141622;0;1;0;1;0;0;8;2;0;3
ENSG00000279629;0;0;0;0;0;1;0;0;0;0
ENSG00000267112;0;0;0;0;0;0;0;0;0;0
ENSG00000267524;0;0;0;0;0;0;0;0;0;0
ENSG00000263797;0;0;0;0;0;0;0;0;0;0
ENSG00000286777;0;0;0;0;1;0;0;0;0;0
ENSG00000280197;0;0;0;0;0;0;0;0;0;0
ENSG00000267327;0;0;0;0;0;0;0;0;0;0
ENSG00000177511;0;0;0;0;0;0;0;0;0;0
ENSG00000176641;83;92;36;24;13;79;533;155;60;158
ENSG00000166510;4;6;5;8;12;39;83;27;12;94
ENSG00000267146;0;0;0;0;0;0;0;0;0;0
ENSG00000239780;0;0;0;0;0;0;0;0;0;0
ENSG00000175387;1483;1438;1212;1144;1092;2430;1294;1673;1695;1455
ENSG00000041353;87;160;30;77;113;255;569;621;184;140
ENSG00000279707;0;0;0;0;0;0;0;0;0;0
ENSG00000267038;0;0;0;0;0;0;0;0;0;0
ENSG00000273335;6;4;0;4;6;7;1;2;2;1
ENSG00000091164;1231;1229;999;928;1050;2237;1029;1285;1507;1292
ENSG00000266915;0;0;0;0;0;0;0;0;0;0
ENSG00000276174;2;0;0;1;3;2;2;3;1;1
ENSG00000134030;1075;1105;1183;1168;780;2062;1199;644;422;861
ENSG00000267134;0;0;0;0;0;0;0;0;0;0
ENSG00000263688;0;0;0;0;0;0;0;0;0;0
ENSG00000278891;0;0;0;0;0;0;0;0;0;0
ENSG00000266296;0;0;0;0;0;1;0;0;0;0
ENSG00000267789;0;0;0;0;0;0;0;0;0;0
ENSG00000141441;64;53;91;77;84;129;63;64;74;104
ENSG00000267513;0;0;0;0;0;0;0;0;0;0
ENSG00000271238;0;0;0;0;0;0;0;0;0;0
ENSG00000267732;0;0;1;0;0;0;0;0;0;0
ENSG00000175886;4;1;2;2;6;5;3;4;1;2
ENSG00000265533;1;0;1;0;0;2;0;3;0;1
ENSG00000264695;0;0;0;0;0;0;0;0;0;0
ENSG00000266549;0;0;0;0;0;0;0;0;0;0
ENSG00000267761;0;0;0;0;0;0;0;0;0;0
ENSG00000267597;0;0;0;0;0;0;0;0;0;0
ENSG00000267401;0;0;0;0;0;0;0;0;0;0
ENSG00000184828;0;0;0;1;0;0;0;3;0;0
ENSG00000267316;0;0;0;0;0;0;2;1;1;0
ENSG00000228075;0;0;0;0;0;0;0;0;0;0
ENSG00000141665;0;1;6;3;4;5;3;1;4;5
ENSG00000274930;0;0;0;0;0;0;0;0;0;0
ENSG00000267225;0;0;0;1;0;0;0;0;0;0
ENSG00000141437;2;1;0;0;0;3;1;0;1;0
ENSG00000267462;0;0;0;0;0;0;0;0;0;0
ENSG00000276092;1;1;0;0;0;0;0;0;0;0
ENSG00000267175;0;0;0;0;0;0;1;0;0;0
ENSG00000267764;1;1;0;1;1;1;3;2;3;0
ENSG00000285681;0;0;0;0;0;0;0;0;0;0
ENSG00000265094;0;0;0;0;1;0;3;0;0;0
ENSG00000267400;0;0;0;0;0;0;0;0;0;0
ENSG00000267079;0;0;0;1;0;0;0;0;0;0
ENSG00000275448;0;0;0;0;0;0;0;0;0;0
ENSG00000081138;6;6;6;7;0;1;0;62;10;9
ENSG00000134779;1316;1223;976;928;1186;2384;1081;1626;1222;1017
ENSG00000166603;1;1;1;1;2;1;2;3;3;1
ENSG00000267762;0;1;0;0;0;0;0;0;0;0
ENSG00000279250;0;2;0;0;0;0;0;1;0;0
ENSG00000278986;0;2;4;3;1;2;4;5;4;7
ENSG00000265555;0;0;0;0;0;0;0;0;0;0
ENSG00000263745;0;0;0;0;1;3;3;2;3;0
ENSG00000166479;2033;2043;1492;1385;1491;3458;3161;3274;1759;1676
ENSG00000287381;0;0;0;0;0;0;0;0;0;0
ENSG00000267687;0;0;0;0;0;0;0;0;0;0
ENSG00000286649;0;0;0;0;0;0;0;0;0;0
ENSG00000264054;0;0;0;0;0;0;0;0;0;0
ENSG00000267686;0;0;0;0;0;0;0;0;0;0
ENSG00000258609;0;0;0;0;0;0;0;0;0;0
ENSG00000279221;2;0;0;0;0;0;0;1;0;0
ENSG00000267153;0;0;0;0;0;0;0;0;0;0
ENSG00000274275;0;0;0;0;0;0;0;0;0;0
ENSG00000267088;0;1;0;1;0;0;2;2;0;1
ENSG00000265484;0;0;0;0;0;0;0;0;0;0
ENSG00000265425;0;0;0;0;0;0;0;0;1;0
ENSG00000264514;0;0;0;0;0;0;0;0;0;0
ENSG00000265472;0;0;0;0;0;0;0;0;0;0
ENSG00000287314;0;0;0;0;0;0;0;0;0;0
ENSG00000264699;0;0;0;0;0;0;0;0;0;0
ENSG00000264040;0;0;0;0;0;0;0;0;0;0
ENSG00000264254;0;0;0;0;0;0;0;0;0;0
ENSG00000188985;0;1;3;1;1;0;2;0;1;0
ENSG00000264736;0;0;0;0;0;0;0;0;0;1
ENSG00000265374;0;0;0;0;0;0;0;0;0;0
ENSG00000265240;0;0;0;0;0;0;0;0;0;0
ENSG00000265097;0;0;0;0;0;0;0;0;0;0
ENSG00000286559;0;0;0;0;0;0;1;0;0;0
ENSG00000101542;0;0;12;8;2;5;24;2;2;4
ENSG00000266268;0;1;0;0;0;3;0;0;0;0
ENSG00000266014;0;0;0;0;0;0;0;0;0;0
ENSG00000278933;0;0;0;0;0;0;0;0;0;0
ENSG00000229248;0;0;0;0;0;0;0;0;0;0
ENSG00000266460;0;0;0;0;0;0;0;0;0;0
ENSG00000264697;0;0;0;0;0;0;0;0;0;0
ENSG00000280406;0;0;0;0;0;0;0;0;0;0
ENSG00000267397;7;7;2;3;1;2;9;4;0;1
ENSG00000265844;0;0;0;0;0;0;0;0;0;0
ENSG00000243256;0;0;0;0;0;0;0;3;0;0
ENSG00000265380;0;0;0;0;0;0;0;0;0;0
ENSG00000266258;6;1;1;4;3;3;4;5;3;5
ENSG00000285095;0;0;0;0;0;0;0;0;0;1
ENSG00000267655;4;4;5;2;3;4;5;8;3;5
ENSG00000175354;269;273;198;196;201;332;361;315;405;286
ENSG00000267742;1;0;1;0;0;1;0;0;2;3
ENSG00000242060;0;0;0;0;0;0;0;0;0;0
ENSG00000244329;0;0;0;0;0;0;0;0;0;0
ENSG00000263637;0;0;0;0;0;1;0;0;0;0
ENSG00000081913;57;67;92;62;54;140;116;39;22;59
ENSG00000071991;0;0;0;0;1;0;0;1;0;0
ENSG00000266256;1;2;0;1;0;7;2;1;0;0
ENSG00000265836;0;0;0;0;0;0;0;0;0;0
ENSG00000266743;0;0;0;0;0;0;0;0;0;0
ENSG00000267726;0;0;0;0;0;0;0;0;0;0
ENSG00000215492;18;12;11;10;11;53;9;8;27;11
ENSG00000273232;0;0;0;0;0;0;0;0;1;0
ENSG00000279367;0;0;0;0;0;0;0;0;0;0
ENSG00000264340;0;0;0;0;0;0;0;0;0;0
ENSG00000266520;0;0;0;0;0;0;0;0;0;0
ENSG00000214255;0;1;0;0;0;0;0;1;0;0
ENSG00000267354;0;0;0;0;0;0;0;0;0;0
ENSG00000286800;0;0;0;0;0;0;0;0;0;0
ENSG00000206026;2;0;0;2;0;1;0;1;0;0
ENSG00000267313;0;1;0;0;0;1;0;5;3;11
ENSG00000287993;0;0;0;0;0;0;0;0;0;0
ENSG00000265378;0;0;0;0;0;0;0;0;0;0
ENSG00000265552;0;0;0;0;0;0;0;0;0;0
ENSG00000141428;195;200;154;132;168;350;155;214;211;158
ENSG00000264104;0;0;0;0;0;0;0;0;0;0
ENSG00000264634;0;0;0;0;0;0;0;0;0;0
ENSG00000264334;0;0;0;0;0;0;0;0;0;0
ENSG00000265217;0;0;0;0;0;0;0;0;0;0
ENSG00000134504;160;134;115;113;96;199;268;110;97;104
ENSG00000141424;3150;3205;2101;2080;2325;5489;2914;4267;3014;2956
ENSG00000267797;0;0;0;0;0;0;0;0;0;0
ENSG00000264189;0;0;0;0;0;0;0;0;0;0
ENSG00000198081;179;193;169;159;140;295;174;222;263;199
ENSG00000276397;0;0;0;0;0;0;0;0;0;0
ENSG00000266227;0;0;0;0;0;0;0;0;0;0
ENSG00000166573;0;0;0;0;0;0;0;0;0;0
ENSG00000273368;0;1;0;0;0;0;0;5;1;0
ENSG00000266489;0;0;0;0;0;0;0;0;0;0
ENSG00000287907;1;0;0;0;0;2;0;0;1;1
ENSG00000267413;1;0;0;0;0;0;0;0;0;0
ENSG00000263720;0;0;0;0;0;0;0;0;0;0
ENSG00000267746;0;0;0;0;0;0;0;0;0;0
ENSG00000263655;0;0;0;0;0;0;0;0;0;0
ENSG00000264693;0;0;0;0;0;0;0;0;0;0
ENSG00000265643;0;0;0;0;0;0;0;0;0;0
ENSG00000198795;306;296;170;159;147;381;129;374;278;265
ENSG00000266196;0;0;0;0;0;0;0;0;0;0
ENSG00000266288;0;0;0;0;0;0;0;0;0;0
ENSG00000266840;0;0;0;0;0;0;0;0;0;0
ENSG00000265936;0;0;0;0;0;0;0;0;0;0
ENSG00000286727;0;0;0;0;0;0;0;0;0;0
ENSG00000267661;0;0;0;0;0;0;0;0;0;0
ENSG00000267051;0;0;0;0;0;0;0;0;0;0
ENSG00000264127;0;0;0;0;0;0;0;0;0;0
ENSG00000265717;0;0;0;0;0;0;0;0;0;0
ENSG00000263405;0;0;0;0;0;0;0;0;0;0
ENSG00000263355;0;0;0;0;0;0;0;0;0;0
ENSG00000263588;0;0;0;0;0;0;0;0;0;0
ENSG00000267066;0;0;0;0;0;0;0;0;0;0
ENSG00000154059;1171;984;1008;878;893;2196;939;1151;1378;1265
ENSG00000264705;0;0;0;0;0;0;2;0;0;0
ENSG00000285594;0;0;0;0;0;0;0;0;0;0
ENSG00000287007;0;0;0;0;0;0;2;0;0;0
ENSG00000264444;0;0;0;0;0;0;0;0;0;0
ENSG00000141668;0;1;0;0;0;0;0;0;0;0
ENSG00000267716;0;0;0;0;0;0;0;0;0;0
ENSG00000267707;2;0;0;1;0;0;2;0;0;0
ENSG00000264475;0;0;0;0;0;0;0;0;0;0
ENSG00000264247;176;132;182;150;155;355;128;188;229;184
ENSG00000263622;0;0;0;0;0;0;0;0;0;0
ENSG00000267620;0;0;0;0;0;0;0;0;0;0
ENSG00000267057;0;1;0;0;0;0;0;0;1;0
ENSG00000279474;0;0;0;0;0;0;0;0;0;0
ENSG00000265626;0;0;0;0;0;0;0;0;0;0
ENSG00000275763;12;20;8;15;9;30;8;15;9;10
ENSG00000266614;0;0;0;0;0;0;0;0;0;0
ENSG00000263982;0;0;1;0;0;2;0;0;0;0
ENSG00000261307;0;0;0;0;0;0;0;0;0;0
ENSG00000267573;0;1;0;0;0;0;0;0;0;0
ENSG00000275827;0;0;0;0;0;0;0;0;0;0
ENSG00000276282;0;1;0;1;0;1;0;0;0;0
ENSG00000278971;21;29;1;1;2;10;15;14;1;5
ENSG00000266774;0;0;0;0;0;0;0;0;0;0
ENSG00000266273;0;0;0;0;0;0;0;0;0;0
ENSG00000266312;0;0;0;0;0;1;0;0;0;0
ENSG00000287281;20;22;25;17;4;26;3;10;9;7
ENSG00000264260;0;0;0;0;0;0;0;0;0;0
ENSG00000278902;0;0;0;0;0;0;0;0;0;0
ENSG00000264015;0;0;0;0;0;0;0;0;0;0
ENSG00000266213;0;0;0;0;0;0;0;0;0;0
ENSG00000261194;0;0;0;0;0;0;0;0;0;0
ENSG00000263733;0;0;0;0;0;0;0;0;0;0
ENSG00000286603;0;0;0;0;0;0;0;0;0;0
ENSG00000261780;0;0;0;0;0;0;0;0;0;0
ENSG00000267712;2;0;0;0;0;0;0;0;0;1
ENSG00000264108;0;0;0;0;0;0;0;0;0;0
ENSG00000271702;0;0;0;0;0;0;0;0;0;0
ENSG00000197971;473;538;450;404;403;931;24;345;317;109
ENSG00000265417;1;1;0;0;0;0;0;0;0;0
ENSG00000260747;1;0;1;1;0;4;1;1;2;1
ENSG00000101493;233;264;171;223;182;463;356;179;131;225
ENSG00000265639;0;0;0;0;0;0;0;0;0;0
ENSG00000264315;0;0;0;0;0;0;0;0;0;0
ENSG00000154080;0;1;0;0;0;0;0;0;0;0
ENSG00000265101;0;0;0;0;0;0;0;0;0;0
ENSG00000264644;0;0;0;0;0;0;0;0;0;0
ENSG00000264212;0;0;0;0;0;0;0;0;0;0
ENSG00000264116;0;0;1;2;0;1;1;0;0;1
ENSG00000267202;0;0;0;0;0;0;0;0;0;0
ENSG00000265758;0;0;0;0;0;0;0;0;0;0
ENSG00000263611;0;0;0;0;0;0;0;0;0;0
ENSG00000264472;0;0;0;0;0;0;0;0;0;0
ENSG00000265933;0;0;0;0;0;0;0;0;0;0
ENSG00000266181;0;0;0;0;0;0;0;0;0;0
ENSG00000134490;120;173;141;164;148;287;172;174;132;154
ENSG00000279734;0;0;0;0;0;0;0;0;0;0
ENSG00000266586;0;0;0;0;0;0;0;0;0;0
ENSG00000265843;0;0;0;0;0;0;0;0;0;0
ENSG00000287295;0;0;0;0;0;0;0;0;0;0
ENSG00000286126;0;0;0;0;0;0;0;0;0;0
ENSG00000264595;0;0;0;0;0;0;0;0;0;0
ENSG00000264685;0;0;0;0;0;0;0;0;0;0
ENSG00000134759;1227;1209;957;939;1029;2316;1196;1205;1195;1071
ENSG00000150637;176;171;95;52;11;15;87;80;88;65
ENSG00000273669;0;0;0;0;0;0;0;1;0;0
ENSG00000101695;0;0;1;1;1;2;3;0;1;0
ENSG00000287693;0;0;0;0;0;0;0;0;0;0
ENSG00000264388;0;0;0;0;0;0;0;0;0;0
ENSG00000279678;0;0;0;0;0;0;0;0;0;0
ENSG00000265946;0;0;0;0;0;0;0;0;0;0
ENSG00000265934;0;0;0;0;0;0;0;0;0;0
ENSG00000265644;0;0;0;0;0;0;0;0;0;0
ENSG00000197563;424;470;356;375;350;803;546;576;638;574
ENSG00000263594;0;0;0;0;0;0;0;0;0;0
ENSG00000263547;0;0;0;0;0;0;0;0;0;0
ENSG00000287758;0;0;0;0;0;0;0;0;0;0
ENSG00000275178;1;1;0;0;1;1;0;0;1;1
ENSG00000075643;206;170;384;249;223;509;159;51;157;127
ENSG00000265352;0;0;0;0;0;0;0;0;0;0
ENSG00000263711;7;5;0;0;0;1;0;0;0;0
ENSG00000263917;0;0;0;0;0;0;0;0;0;0
ENSG00000260457;0;0;0;0;0;0;0;0;0;0
ENSG00000166342;0;0;0;0;1;1;0;0;0;1
ENSG00000265995;0;0;0;0;0;0;0;0;0;0
ENSG00000286245;0;0;0;0;0;0;0;0;0;0
ENSG00000271313;0;0;0;0;0;0;0;0;0;0
ENSG00000267586;0;0;1;3;0;1;4;2;0;1
ENSG00000133313;811;781;721;766;748;1425;626;804;776;828
ENSG00000265579;0;0;0;0;0;0;0;0;0;0
ENSG00000279416;0;0;0;0;0;0;0;0;0;0
ENSG00000267628;0;0;0;0;0;0;0;0;0;0
ENSG00000276934;0;0;1;0;0;0;0;0;0;1
ENSG00000263863;0;0;0;0;0;0;0;0;0;0
ENSG00000266278;0;1;0;0;0;2;0;2;0;0
ENSG00000279034;0;0;0;0;0;0;0;0;0;0
ENSG00000264193;0;0;0;0;0;0;0;0;0;0
ENSG00000286844;0;0;0;0;0;0;0;0;0;0
ENSG00000267404;0;1;1;0;2;0;0;0;0;0
ENSG00000267098;0;0;0;0;0;0;0;0;0;1
ENSG00000266479;0;0;0;0;0;0;0;0;0;0
ENSG00000280205;0;0;0;0;0;0;0;0;0;0
ENSG00000265698;0;0;0;0;0;0;0;0;0;0
ENSG00000261715;0;0;0;0;0;0;0;0;0;0
ENSG00000243516;0;0;0;0;0;0;0;0;0;0
ENSG00000285748;0;0;0;1;0;0;3;0;0;0
ENSG00000264131;0;0;0;0;0;0;0;0;0;0
ENSG00000286716;0;0;0;0;0;0;0;0;0;0
ENSG00000265781;0;0;0;0;0;0;0;0;0;0
ENSG00000279433;0;0;0;0;0;3;0;0;0;0
ENSG00000286328;0;0;0;0;0;0;0;0;0;0
ENSG00000150656;0;0;0;0;0;0;0;0;0;0
ENSG00000267456;0;0;1;1;2;0;2;0;0;0
ENSG00000268566;0;0;0;0;0;0;0;0;0;0
ENSG00000273584;0;0;0;0;0;0;0;0;0;0
ENSG00000267399;0;0;0;0;0;0;0;0;0;0
ENSG00000286976;0;0;0;0;0;4;0;0;0;0
ENSG00000264869;0;0;0;0;0;0;0;0;0;0
ENSG00000267664;0;0;0;0;0;0;0;0;0;0
ENSG00000265980;0;0;0;0;0;0;0;0;0;0
ENSG00000278532;3;4;4;0;1;3;1;2;3;0
ENSG00000278330;0;1;0;1;0;1;0;0;0;1
ENSG00000264236;0;0;0;0;0;0;0;0;0;0
ENSG00000287689;0;0;0;0;0;0;0;0;0;0
ENSG00000264232;0;0;0;1;0;0;0;0;0;1
ENSG00000278911;0;0;0;0;0;0;0;0;0;0
ENSG00000128791;3920;3631;2723;2731;2243;5261;3224;4510;3413;3751
ENSG00000259779;0;0;0;0;0;0;0;0;0;0
ENSG00000206052;380;484;269;340;96;260;305;513;318;125
ENSG00000150477;51;37;41;39;40;110;55;46;54;66
ENSG00000287509;2;0;1;2;0;2;0;4;4;1
ENSG00000286090;0;0;0;0;0;0;0;0;0;0
ENSG00000285915;0;0;0;0;0;0;0;0;0;0
ENSG00000279077;0;0;0;0;0;0;0;0;0;0
ENSG00000266952;0;0;0;0;0;0;0;1;0;0
ENSG00000264345;0;0;1;0;0;0;0;0;0;0
ENSG00000287248;0;0;0;0;0;0;0;0;0;0
ENSG00000276993;0;0;0;0;0;0;0;0;0;0
ENSG00000260676;0;0;0;0;0;0;0;0;0;0
ENSG00000256704;0;0;0;0;0;0;0;0;0;0
ENSG00000206129;0;0;0;0;0;0;0;1;0;0
ENSG00000263716;0;0;0;0;0;0;0;0;0;0
ENSG00000267015;0;0;0;0;0;0;0;0;0;0
ENSG00000267497;0;0;0;0;0;0;0;0;0;0
ENSG00000199197;0;0;0;0;0;0;0;0;0;0
ENSG00000199272;0;0;0;0;0;0;0;0;0;0
ENSG00000243591;0;0;0;0;0;0;0;0;0;0
ENSG00000242985;0;0;0;0;0;0;0;0;0;0
ENSG00000283532;0;0;0;0;0;0;0;0;0;0
ENSG00000199856;0;0;0;0;0;0;0;0;0;0
ENSG00000251897;0;0;0;0;0;0;0;0;0;0
ENSG00000251994;0;0;0;0;0;0;0;0;0;0
ENSG00000212626;0;0;0;0;0;0;0;0;0;0
ENSG00000212572;0;0;0;0;0;0;0;0;0;0
ENSG00000200883;0;0;0;0;0;0;0;0;0;0
ENSG00000207092;0;0;0;0;0;0;0;0;0;0
ENSG00000221363;0;0;0;0;0;0;0;0;0;0
ENSG00000206827;0;0;0;0;0;0;0;0;0;0
ENSG00000242182;0;0;0;0;0;0;0;0;0;0
ENSG00000223023;0;0;0;0;0;0;0;0;0;0
ENSG00000284331;0;0;0;0;0;0;0;0;0;0
ENSG00000201852;0;0;0;1;0;1;1;0;0;0
ENSG00000222087;0;0;0;0;0;0;0;0;0;0
ENSG00000242216;0;0;0;0;0;0;0;0;0;0
ENSG00000207160;0;0;0;0;0;0;0;0;0;0
ENSG00000283218;0;0;0;0;0;0;0;0;0;0
ENSG00000199636;0;0;0;0;0;0;0;0;0;0
ENSG00000276221;0;0;0;0;0;0;0;0;0;0
ENSG00000251719;0;0;0;0;0;0;0;0;0;0
ENSG00000206863;0;0;0;0;0;0;0;0;0;0
ENSG00000199874;0;0;0;0;0;0;0;0;0;0
ENSG00000273524;0;0;1;0;0;0;1;0;0;0
ENSG00000206766;0;0;0;0;0;0;0;0;0;0
ENSG00000212051;0;0;0;0;0;0;0;0;0;0
ENSG00000222320;0;0;0;0;0;0;0;0;0;0
ENSG00000199204;0;0;0;0;0;0;0;0;0;0
ENSG00000283514;0;0;0;0;0;0;0;0;0;0
ENSG00000265641;0;0;0;0;0;0;0;0;0;0
ENSG00000266530;0;0;0;0;0;0;0;0;0;0
ENSG00000283615;0;0;0;0;0;0;0;0;0;0
ENSG00000283645;0;0;0;0;0;0;0;0;0;0
ENSG00000266148;0;0;0;0;0;0;0;0;0;0
ENSG00000212354;0;0;0;0;0;0;0;0;0;0
ENSG00000222704;0;0;0;0;0;0;0;0;0;0
ENSG00000253040;0;0;0;0;0;0;0;0;0;0
ENSG00000202060;0;0;0;0;0;0;0;0;0;0
ENSG00000207797;0;0;0;0;0;0;0;0;0;0
ENSG00000266276;0;0;0;0;0;0;0;0;0;0
ENSG00000266582;0;0;0;0;0;0;0;0;0;0
ENSG00000253038;0;0;0;0;0;0;0;0;0;0
ENSG00000206944;0;0;0;0;0;0;0;0;0;0
ENSG00000251997;0;0;0;0;0;0;0;0;0;0
ENSG00000202240;0;0;0;0;0;0;0;0;0;0
ENSG00000206865;0;0;0;0;0;0;0;0;0;0
ENSG00000212539;0;0;0;0;0;0;0;0;0;0
ENSG00000201816;0;0;0;0;0;0;0;0;0;0
ENSG00000206769;0;0;0;0;0;0;0;0;0;0
ENSG00000239398;0;0;0;0;0;0;0;0;0;0
ENSG00000200872;0;0;0;0;0;0;0;1;0;0
ENSG00000202468;0;0;0;0;0;0;0;0;0;0
ENSG00000252555;0;0;0;0;0;0;0;0;0;0
ENSG00000263354;0;0;0;0;0;0;0;0;0;0
ENSG00000206746;0;0;0;0;0;0;0;0;0;0
ENSG00000238680;0;0;0;0;0;0;0;0;0;0
ENSG00000243549;0;0;0;0;0;0;0;0;0;0
ENSG00000239748;0;0;0;0;0;0;0;0;0;0
ENSG00000252598;0;0;0;0;0;0;0;0;0;0
ENSG00000263750;0;0;0;0;0;0;0;0;0;0
ENSG00000283452;0;0;0;0;0;0;0;0;0;0
ENSG00000241866;0;0;0;0;0;0;0;0;0;0
ENSG00000207072;0;0;0;0;0;0;0;0;0;0
ENSG00000199392;0;0;0;0;0;0;0;0;0;0
ENSG00000199728;0;0;0;0;0;0;0;0;0;0
ENSG00000201723;0;0;0;0;0;0;0;0;0;0
ENSG00000252260;0;0;0;0;0;0;0;0;0;0
ENSG00000259256;0;0;0;1;2;1;4;2;1;0
ENSG00000240364;0;0;0;0;0;0;0;0;0;0
ENSG00000265243;0;0;0;0;0;0;0;0;0;0
ENSG00000243720;0;0;0;0;0;0;0;0;0;0
ENSG00000263460;0;0;0;0;0;0;0;0;0;0
ENSG00000274776;0;0;0;1;0;1;0;0;0;0
ENSG00000078043;308;265;229;244;211;594;358;280;263;268
ENSG00000267587;0;0;0;0;0;0;0;0;0;0
ENSG00000279354;0;0;0;0;0;0;0;0;0;0
ENSG00000280212;0;0;0;0;0;0;0;0;0;0
ENSG00000266957;0;0;0;0;0;2;0;0;0;0
ENSG00000267724;2;0;0;0;0;1;0;1;0;1
ENSG00000267800;0;0;1;0;0;1;1;0;1;0
ENSG00000167220;34;26;22;26;35;77;31;43;41;27
ENSG00000267228;0;0;0;0;0;0;0;0;0;0
ENSG00000134049;906;912;792;722;620;1597;715;1089;1131;844
ENSG00000201825;0;0;0;0;0;0;0;0;0;0
ENSG00000215474;0;0;0;0;0;0;0;0;0;0
ENSG00000177426;1412;1508;1078;978;891;2165;1037;1652;1254;1024
ENSG00000141384;40;51;40;42;24;67;49;42;46;46
ENSG00000141682;17;36;27;28;220;362;435;118;139;285
ENSG00000175065;0;0;0;0;0;0;0;0;0;0
ENSG00000207240;0;0;0;0;0;0;0;0;0;0
ENSG00000134757;5;6;2;2;2;75;1;28;15;86
ENSG00000266521;0;0;0;0;0;0;0;0;1;0
ENSG00000264859;1;2;0;1;1;0;1;1;2;1
ENSG00000259985;14;11;12;19;8;35;7;17;17;14
ENSG00000200472;0;0;0;0;0;0;0;0;0;0
ENSG00000263772;0;0;0;0;0;0;0;0;0;0
ENSG00000118271;0;0;0;2;0;0;0;1;0;0
ENSG00000286426;0;1;0;0;0;0;0;0;1;0
ENSG00000170558;18017;19025;11468;12543;8068;22094;16312;18000;11047;11438
ENSG00000274578;12;10;2;5;6;6;1;8;6;1
ENSG00000266905;0;0;0;0;0;0;0;0;0;0
ENSG00000280335;0;0;0;0;0;0;0;0;0;0
ENSG00000264269;0;0;0;0;0;0;0;0;0;0
ENSG00000263849;0;0;0;0;0;0;0;0;0;0
ENSG00000265128;0;0;0;0;0;0;0;0;0;0
ENSG00000266696;0;0;0;0;0;0;0;0;0;0
ENSG00000263895;0;0;0;0;0;0;0;0;0;0
ENSG00000287518;0;0;0;0;0;0;0;0;0;0
ENSG00000264971;0;0;0;0;0;0;0;0;0;0
ENSG00000215472;2;6;6;8;5;19;2;3;3;1
ENSG00000263916;0;1;0;1;1;0;1;1;0;1
ENSG00000265496;0;1;0;1;0;0;1;1;1;0
ENSG00000284239;0;0;0;0;0;0;0;0;0;0
ENSG00000202093;0;0;0;0;0;0;0;0;0;0
ENSG00000206602;0;0;0;0;0;0;0;0;0;0
ENSG00000271982;0;0;0;0;0;0;0;0;0;0
ENSG00000265182;0;0;0;0;0;0;0;0;0;0
ENSG00000264464;0;0;0;0;0;0;0;0;0;0
ENSG00000101670;25;11;30;45;8;21;70;22;32;117
ENSG00000141627;1170;1081;990;925;949;1888;772;1054;1290;1030
ENSG00000267717;0;0;0;0;0;0;0;0;0;0
ENSG00000207154;0;0;0;0;0;0;0;0;0;0
ENSG00000176624;944;1041;767;754;787;1732;1351;955;1018;1007
ENSG00000267013;0;0;0;0;0;0;2;0;0;0
ENSG00000252437;0;0;0;0;0;0;0;0;0;0
