Geneid;B1;S1;B2;S2;B3;S3;B4;S4;B6;S6;B7;S7
ENSG00000186474;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268906;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268390;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000167759;0;1;0;0;0;0;0;0;0;0;0;0
ENSG00000129437;1;0;2;5;0;1;0;0;0;0;1;2
ENSG00000142544;84;76;48;49;77;70;92;117;80;60;103;109
ENSG00000268581;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000129450;0;6;0;0;0;0;0;0;0;0;0;0
ENSG00000267990;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000168995;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267895;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269681;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268336;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268652;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269253;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000105383;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268595;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268318;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269021;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000142549;0;0;3;2;0;0;0;0;0;1;1;0
ENSG00000186806;8;12;17;23;9;28;20;34;9;10;19;10
ENSG00000267905;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267984;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000105379;125;115;106;125;130;186;115;153;111;94;166;131
ENSG00000269403;0;0;1;0;0;0;0;0;0;0;0;0
ENSG00000268520;0;1;0;0;0;6;1;3;4;2;0;2
ENSG00000160318;4;8;0;3;2;2;2;5;2;1;0;2
ENSG00000105374;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000105370;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000262874;0;0;0;0;0;0;0;0;0;0;0;1
ENSG00000268144;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000142512;0;0;0;2;0;0;0;0;0;0;0;0
ENSG00000254760;0;0;0;1;0;0;0;0;0;0;0;0
ENSG00000255441;0;0;0;0;0;2;0;0;0;0;0;0
ENSG00000268711;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000179213;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000213013;0;0;0;0;3;0;0;3;1;0;0;0
ENSG00000248385;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000204577;11;5;0;0;0;0;3;0;2;1;2;4
ENSG00000240197;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000276758;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000251431;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000234436;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000187116;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000275210;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000249654;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000250507;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000239961;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000167613;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000237955;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000167614;1;0;2;1;4;0;3;2;2;0;4;1
ENSG00000227407;1;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268496;0;0;1;0;0;0;0;0;0;0;0;0
ENSG00000269873;1;0;2;0;0;0;0;0;0;0;0;0
ENSG00000267838;0;5;1;1;0;1;0;2;0;0;0;3
ENSG00000235681;1;1;0;7;2;0;3;2;0;0;3;0
ENSG00000275183;35;60;23;31;32;45;16;51;36;35;83;26
ENSG00000167617;116;119;136;160;146;210;80;160;137;217;178;173
ENSG00000268866;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268201;0;0;0;1;0;1;2;3;1;1;0;0
ENSG00000278129;113;104;99;91;70;89;80;111;83;91;85;99
ENSG00000198131;153;115;74;128;106;178;152;178;134;102;114;155
ENSG00000267599;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267407;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000261400;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267465;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267815;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000131398;3;48;4;6;5;7;0;3;26;8;2;0
ENSG00000131408;690;507;513;579;504;720;617;999;773;721;928;655
ENSG00000269392;1;0;0;0;0;0;0;0;0;0;0;0
ENSG00000142539;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269404;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000086967;0;0;0;0;0;1;0;0;0;0;0;0
ENSG00000142530;0;8;0;4;0;3;1;10;4;5;1;2
ENSG00000161671;1186;1120;1087;1281;1023;1363;1044;1913;1255;1290;1475;1035
ENSG00000268854;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268518;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000152467;1;0;0;0;0;0;1;0;0;0;0;0
ENSG00000268660;0;0;0;0;0;0;0;4;0;0;0;0
ENSG00000270837;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000176293;21;34;35;26;44;32;26;72;30;15;18;12
ENSG00000243642;0;2;2;0;0;0;0;0;0;0;0;0
ENSG00000121413;76;71;87;89;80;129;74;130;70;76;72;86
ENSG00000181894;103;102;95;97;93;167;113;147;140;93;82;118
ENSG00000268293;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000286632;0;0;0;0;0;3;0;0;0;0;0;0
ENSG00000269236;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000177191;7;5;14;3;12;8;9;21;3;11;19;6
ENSG00000130255;1760;1391;1483;1813;1910;3230;1802;3237;1654;1540;2444;2116
ENSG00000174917;300;281;250;254;363;560;331;570;348;309;412;352
ENSG00000167733;14;15;31;14;18;37;17;25;24;26;16;17
ENSG00000196365;1289;1002;1556;1730;1082;1639;1048;1445;1404;1285;1748;1680
ENSG00000174898;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000212123;1;6;7;7;8;4;7;5;5;2;2;3
ENSG00000267157;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000141994;181;150;106;107;92;151;115;207;85;84;208;127
ENSG00000171119;0;1;0;0;1;1;2;0;0;0;5;1
ENSG00000267740;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000174886;72;89;104;104;97;138;92;177;61;75;122;87
ENSG00000266941;0;2;0;0;0;0;1;0;0;0;0;0
ENSG00000267314;0;0;0;0;0;0;0;1;0;0;0;0
ENSG00000187650;17;27;9;20;14;45;18;14;20;12;19;12
ENSG00000267571;6;7;3;3;4;7;2;1;0;6;1;2
ENSG00000167654;0;0;0;0;0;0;0;0;0;0;2;0
ENSG00000266627;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000167657;1517;1694;1469;1658;1441;1931;1679;2878;1860;1667;2325;2000
ENSG00000283928;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000167658;28043;21567;32016;30776;26073;37761;24306;39266;27661;31831;40354;35833
ENSG00000206775;4;0;0;0;0;0;0;2;0;0;0;0
ENSG00000105229;283;282;235;235;253;326;236;378;241;262;362;270
ENSG00000178951;644;643;533;558;467;675;548;914;627;564;638;598
ENSG00000268670;6;3;2;0;5;2;4;5;0;0;8;2
ENSG00000126934;1079;943;834;925;1014;1291;967;1548;1020;958;1427;1312
ENSG00000278007;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000060566;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000077463;165;169;154;174;156;260;151;273;171;192;216;150
ENSG00000267736;1;0;0;0;0;0;0;0;0;0;0;0
ENSG00000167470;1265;1172;1039;1188;985;1157;842;1648;957;956;1163;1010
ENSG00000099622;1713;1369;1662;1406;1242;1981;1422;2348;1512;1282;1534;1402
ENSG00000267493;17;5;10;8;8;3;5;10;6;10;8;9
ENSG00000228300;233;260;167;197;231;304;260;443;259;247;340;249
ENSG00000105610;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000008441;2481;1415;2563;2275;1809;2646;2141;3021;2194;1951;2220;2497
ENSG00000268455;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000240231;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269320;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000196172;11;26;23;19;5;17;16;28;6;4;8;24
ENSG00000233836;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269662;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267924;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000277493;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000287399;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269289;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269397;4;4;2;5;0;2;1;2;3;3;2;5
ENSG00000269421;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267190;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000011590;1;3;1;0;1;2;0;3;0;0;0;0
ENSG00000268067;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268407;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000198300;18;13;29;34;21;43;14;29;10;15;8;2
ENSG00000268654;0;0;1;0;0;0;0;0;0;0;0;0
ENSG00000274777;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269699;0;0;0;0;0;0;1;0;0;0;0;0
ENSG00000276071;0;1;0;0;0;1;0;0;0;0;3;0
ENSG00000189042;47;46;44;41;45;65;39;81;39;36;28;32
ENSG00000272333;575;498;468;468;373;484;436;719;417;455;735;504
ENSG00000278897;0;3;3;2;3;6;5;1;2;1;1;0
ENSG00000196646;39;53;36;51;17;59;25;65;34;39;37;37
ENSG00000004777;61;35;29;32;43;39;61;92;19;31;70;31
ENSG00000167378;564;611;297;393;237;356;457;718;537;438;587;413
ENSG00000124444;74;60;59;42;61;85;65;114;59;47;87;69
ENSG00000226763;2;3;2;3;4;0;3;0;0;1;0;0
ENSG00000062822;337;220;167;184;241;270;268;472;150;118;432;273
ENSG00000169136;262;246;132;149;174;228;284;385;264;188;322;318
ENSG00000095059;7;6;17;5;1;11;9;20;4;2;9;7
ENSG00000104885;656;515;334;413;352;430;383;565;395;331;563;431
ENSG00000267122;0;0;0;0;0;0;0;0;0;1;0;0
ENSG00000104886;406;459;396;439;385;581;499;818;317;352;625;437
ENSG00000221411;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000284129;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104897;720;496;545;529;524;793;546;902;490;540;737;742
ENSG00000104899;3;1;0;2;4;1;0;7;1;0;0;2
ENSG00000284272;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000277759;0;0;0;0;0;0;1;0;0;0;0;0
ENSG00000213921;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000276445;0;0;1;0;0;0;0;0;0;0;0;0
ENSG00000105202;1190;741;823;845;950;1534;959;1616;711;680;1385;1292
ENSG00000223547;37;46;51;38;65;68;61;64;57;46;31;30
ENSG00000129933;437;485;436;457;374;458;381;654;527;473;560;444
ENSG00000257446;4;2;0;0;0;0;1;2;0;2;3;0
ENSG00000237247;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000205718;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000230522;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000130544;77;51;63;74;48;101;54;78;59;58;57;73
ENSG00000167414;0;0;0;0;0;0;0;0;1;0;0;0
ENSG00000197013;41;53;39;31;50;57;34;72;34;32;19;12
ENSG00000160321;0;1;0;0;0;3;0;0;0;0;0;0
ENSG00000053501;94;61;87;80;84;138;119;160;84;58;113;108
ENSG00000180739;56;117;93;110;76;99;78;132;45;72;127;47
ENSG00000142515;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000178980;705;923;501;639;591;971;797;1459;780;569;624;603
ENSG00000188227;24;31;25;40;48;67;23;37;35;19;6;21
ENSG00000105323;3558;2408;2597;2751;2826;3650;2934;4794;2284;2238;3778;3264
ENSG00000167562;64;44;24;64;20;57;47;94;31;47;35;47
ENSG00000198046;31;33;25;43;16;20;28;50;25;36;15;26
ENSG00000105198;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000169393;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000126464;582;464;393;444;372;470;405;640;481;426;681;584
ENSG00000197128;117;92;83;102;95;121;120;158;98;110;100;131
ENSG00000171970;2;3;0;0;3;5;2;2;0;2;0;3
ENSG00000177045;67;51;78;72;79;100;60;95;43;64;106;69
ENSG00000161298;50;23;25;43;33;50;30;61;19;33;31;46
ENSG00000197020;57;54;21;30;30;64;44;93;47;11;39;54
ENSG00000007047;615;598;450;588;416;614;532;874;544;636;749;663
ENSG00000186994;0;1;0;0;2;0;0;0;0;0;0;1
ENSG00000204514;62;52;68;70;46;73;53;78;85;63;42;38
ENSG00000105472;652;497;615;703;633;877;786;1314;284;806;894;663
ENSG00000160460;7;10;7;1;6;8;6;17;12;5;5;8
ENSG00000105136;71;73;73;59;54;86;64;76;61;66;34;44
ENSG00000213967;8;4;1;8;4;9;11;12;1;2;0;14
ENSG00000188171;59;73;37;52;45;62;50;96;97;87;34;50
ENSG00000130518;2;8;4;0;0;3;7;4;0;4;13;2
ENSG00000213973;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000115286;148;104;89;106;146;202;151;270;99;83;181;141
ENSG00000087088;1333;1146;966;1125;1546;1948;1448;2543;1034;1341;2122;1530
ENSG00000204869;2;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267922;0;0;0;1;0;0;0;0;0;0;1;0
ENSG00000269729;0;9;1;0;3;0;1;3;0;0;0;0
ENSG00000268621;1;13;0;1;0;0;0;0;0;0;0;0
ENSG00000268879;0;4;0;0;0;0;1;0;0;0;0;0
ENSG00000268460;0;12;1;3;0;0;0;3;0;0;0;0
ENSG00000269637;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269745;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000188293;5;293;0;0;0;0;0;0;0;0;0;0
ENSG00000277748;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269445;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000182315;4;0;0;2;1;1;4;2;0;0;0;0
ENSG00000196218;3;3;0;7;1;2;0;0;5;5;1;0
ENSG00000224420;1;1;0;2;1;0;0;2;0;1;2;0
ENSG00000161681;81;87;59;46;46;72;78;121;33;83;117;64
ENSG00000181733;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000170923;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000176695;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000204866;3;63;0;0;0;0;0;0;0;0;0;0
ENSG00000187135;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000141854;3;7;2;7;4;5;6;9;4;2;2;3
ENSG00000105737;6;11;2;0;2;1;1;0;8;0;0;2
ENSG00000072071;146;166;166;98;78;100;55;100;140;166;140;120
ENSG00000132017;223;272;154;148;155;241;244;393;209;185;327;235
ENSG00000269526;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000077009;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000173572;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000182566;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268764;0;0;1;0;0;2;0;0;1;0;1;0
ENSG00000011332;56;55;23;45;62;49;80;111;27;37;78;44
ENSG00000099337;494;771;626;626;348;476;429;640;794;511;660;471
ENSG00000187556;5;11;2;3;4;5;8;6;10;4;8;6
ENSG00000132016;5;7;2;1;4;9;15;18;15;3;10;9
ENSG00000130270;59;34;41;22;56;57;34;54;30;34;47;33
ENSG00000131943;369;357;293;340;275;393;328;561;343;307;394;352
ENSG00000197110;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269427;21;13;9;8;11;7;11;16;14;14;13;11
ENSG00000214046;227;158;170;202;157;284;215;386;257;199;156;211
ENSG00000269044;31;36;25;22;14;24;23;44;46;24;42;11
ENSG00000267904;18;25;14;28;13;11;17;25;22;24;12;7
ENSG00000072954;15;18;1;8;9;14;9;15;19;8;8;15
ENSG00000099822;16;54;49;66;33;25;34;44;56;76;39;23
ENSG00000267036;0;0;0;0;0;0;0;0;0;0;1;0
ENSG00000099821;385;335;279;379;459;585;333;573;480;338;596;441
ENSG00000261204;1;0;0;1;0;2;1;0;1;0;0;1
ENSG00000070388;1;1;0;5;0;1;3;2;0;1;0;1
ENSG00000070423;488;573;357;478;396;584;466;890;464;349;657;533
ENSG00000267666;5;3;0;2;0;2;3;0;2;2;0;2
ENSG00000070404;6190;8937;6101;9848;4300;5051;5010;8699;5628;10347;11855;4055
ENSG00000279807;0;0;1;0;0;0;0;0;0;1;0;1
ENSG00000273733;1;0;0;0;1;0;1;1;0;2;0;0
ENSG00000130167;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000105514;65;68;48;70;69;117;51;99;71;105;106;107
ENSG00000267576;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000105246;8;4;10;4;7;14;17;25;7;4;11;12
ENSG00000280247;0;0;1;0;0;0;0;0;0;1;0;0
ENSG00000132003;82;86;148;152;73;126;53;121;78;128;169;157
ENSG00000089847;3;8;4;6;18;7;5;2;7;7;7;2
ENSG00000288920;39;27;38;28;556;981;310;495;174;226;25;54
ENSG00000130309;4086;2930;2908;3951;3005;4424;4123;5943;2778;3770;5179;3476
ENSG00000267550;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000239524;1;0;0;0;0;0;0;0;0;0;0;0
ENSG00000274447;1;0;3;0;3;0;1;2;0;0;2;0
ENSG00000125650;32;50;29;37;26;21;26;42;22;33;45;24
ENSG00000088247;3269;2196;2390;2530;2473;3154;2886;4523;2309;2071;3430;3255
ENSG00000105520;507;612;535;723;587;761;511;823;877;1090;658;536
ENSG00000264910;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000130726;3397;2767;2213;2788;2722;3689;2989;5208;2596;2208;4685;3677
ENSG00000275924;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000130725;845;870;560;810;760;1107;1007;1457;887;765;998;1002
ENSG00000130724;591;455;621;626;647;1015;621;1063;656;574;890;630
ENSG00000167676;5;1;8;14;3;4;4;6;5;7;5;2
ENSG00000063169;196;169;218;192;148;198;138;271;158;181;289;217
ENSG00000126243;154;163;134;166;118;139;159;213;152;169;251;125
ENSG00000267786;0;0;0;0;0;0;0;3;1;5;2;0
ENSG00000267113;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267388;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000205138;93;81;63;65;56;131;68;129;105;67;81;82
ENSG00000181392;1;9;0;1;2;5;1;1;0;2;0;0
ENSG00000248101;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000028277;173;97;97;97;141;187;222;307;167;223;289;358
ENSG00000239382;11;5;11;3;7;9;5;18;6;8;5;3
ENSG00000130159;178;160;169;188;169;253;168;268;158;147;327;246
ENSG00000077348;121;117;82;84;111;143;101;137;71;72;186;142
ENSG00000183019;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000142459;438;439;391;409;338;508;424;662;407;380;543;447
ENSG00000066044;1348;958;827;921;885;1374;1084;1807;970;837;1223;1377
ENSG00000130477;28;65;5;8;10;7;4;1;351;7;20;42
ENSG00000269752;0;0;0;0;0;0;0;0;1;0;0;0
ENSG00000279300;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000130479;441;486;371;386;348;466;425;738;667;453;742;661
ENSG00000268112;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000179913;1;11;0;0;0;0;0;0;0;0;0;0
ENSG00000248099;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000130513;316;302;405;834;573;738;413;789;969;1975;959;653
ENSG00000268199;0;3;0;0;0;4;0;0;1;4;0;0
ENSG00000105656;247;255;209;203;192;279;236;408;208;296;256;261
ENSG00000279262;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000280121;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000105642;0;0;0;0;0;3;0;4;2;1;0;8
ENSG00000183647;34;36;10;18;22;18;33;53;23;22;30;18
ENSG00000166704;40;55;59;48;41;67;61;110;32;47;42;67
ENSG00000186017;67;43;69;77;41;78;41;85;46;43;40;66
ENSG00000197647;8;21;15;23;19;36;10;34;23;11;5;14
ENSG00000131126;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000124466;0;37;1;0;2;2;0;2;0;1;0;0
ENSG00000176531;61;31;40;22;39;63;61;90;63;88;67;65
ENSG00000105755;109;105;60;86;79;133;93;182;97;92;94;84
ENSG00000176472;16;10;22;16;12;34;11;18;26;17;24;21
ENSG00000134815;239;205;162;225;160;222;209;354;168;128;247;209
ENSG00000105419;393;365;632;560;389;597;368;625;309;540;457;549
ENSG00000118160;1;1;1;2;0;0;1;0;1;0;0;0
ENSG00000287896;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000118162;83;62;59;62;63;68;55;74;35;36;75;52
ENSG00000105402;417;422;352;385;307;514;409;683;447;375;510;405
ENSG00000279861;3;3;3;2;4;4;3;1;0;0;2;0
ENSG00000118156;0;1;0;0;0;0;0;0;0;0;0;0
ENSG00000276588;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000179168;10;10;9;13;8;9;10;22;14;7;11;9
ENSG00000267090;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000188766;230;218;81;136;95;118;162;359;311;160;257;226
ENSG00000189190;34;49;21;26;35;57;33;66;24;26;40;44
ENSG00000182986;135;140;98;131;127;213;162;241;154;138;94;123
ENSG00000268480;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000179846;4;0;0;0;0;1;1;5;2;1;2;1
ENSG00000228674;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000167754;2;219;0;0;0;0;0;0;0;0;0;0
ENSG00000269495;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000167755;0;34;0;0;0;0;0;0;0;0;0;0
ENSG00000279676;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000169035;3;3;0;0;0;0;0;0;0;0;0;0
ENSG00000179134;1010;852;738;997;698;882;850;1346;1149;954;1290;964
ENSG00000125734;290;306;279;326;254;351;353;484;353;423;456;277
ENSG00000254415;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000105261;1;0;0;0;0;0;0;0;0;1;0;0
ENSG00000126251;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000099625;133;164;88;108;106;170;178;271;131;162;151;123
ENSG00000213793;52;38;22;29;33;40;15;67;33;25;37;25
ENSG00000170909;2;10;3;8;3;7;5;0;13;6;15;23
ENSG00000130244;75;74;75;69;63;121;73;146;82;71;93;81
ENSG00000161888;218;134;30;59;58;89;132;195;54;27;133;79
ENSG00000167749;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267879;1;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269741;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000288731;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267605;0;0;0;0;0;0;0;0;0;0;0;2
ENSG00000264515;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000289254;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000288919;3;0;1;1;1;2;0;2;3;0;1;1
ENSG00000288790;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000231412;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000289333;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000289115;0;0;2;0;0;0;0;0;0;0;0;0
ENSG00000289030;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000267262;0;0;0;2;0;0;0;0;0;0;0;0
ENSG00000267698;1;4;0;0;2;2;0;0;2;1;0;1
ENSG00000186019;8;4;4;4;7;8;10;13;2;14;9;3
ENSG00000289330;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000288827;9;9;8;9;7;11;3;9;4;1;4;5
ENSG00000269416;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000288815;0;2;1;1;0;1;3;3;1;2;0;1
ENSG00000288770;0;0;0;0;1;1;0;0;0;0;0;0
ENSG00000130669;874;652;572;623;604;726;751;1108;471;467;1134;825
ENSG00000167618;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000213016;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000235181;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000239998;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269271;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104974;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000238094;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000104972;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000224730;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000277636;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000242856;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000237323;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000225370;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000186152;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000228790;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000242019;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000215765;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000243772;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000242473;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000125498;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000264257;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000240403;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000199308;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000186431;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000268734;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000186818;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000105185;595;447;357;410;402;719;584;869;538;427;495;561
ENSG00000105186;374;283;270;297;278;403;246;424;334;267;384;382
ENSG00000201388;0;0;0;0;1;0;0;1;0;0;0;0
ENSG00000242325;1;0;0;0;0;2;0;0;0;0;2;0
ENSG00000242436;0;0;0;1;0;0;0;0;0;0;0;0
ENSG00000267557;0;0;0;0;0;1;0;0;0;0;0;0
ENSG00000186326;0;0;6;0;0;2;0;4;3;0;1;1
ENSG00000213965;200;195;82;108;120;198;156;252;199;126;160;166
ENSG00000267567;0;0;0;0;0;1;0;2;1;2;0;0
ENSG00000173809;2;5;1;3;3;8;7;12;111;3;3;0
ENSG00000267245;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000021488;0;0;0;0;3;0;0;0;0;0;0;0
ENSG00000267555;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000201967;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000223060;0;0;0;0;1;0;0;0;3;0;0;0
ENSG00000179709;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000171487;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000197213;0;0;0;0;0;0;0;0;0;0;0;2
ENSG00000268889;0;0;0;4;0;0;0;0;0;0;0;0
ENSG00000213822;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000269553;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000284034;0;0;0;0;0;0;0;0;0;0;0;0
ENSG00000126266;0;0;0;0;0;0;0;0;0;0;0;0
